name,lat,lng,country,rating
Happy Karaoke,33.8999861,-84.277265,USA,4.1
Paddy Wagon Irish Pub,27.2696592,-82.4917723,USA,4.5
Leonardo's Sport Bar,31.2991002,-110.9494341,Mexico,4
OGHAM Tandil,-37.327253,-59.135496,Argentina,4.2
The Roadside Tavern,54.57674069999999,-6.676697300000001,United Kingdom,4.7
The Windlesora,51.4804503,-0.6106195,United Kingdom,4.1
London Pub Praia Brava,-27.401719,-48.4160895,Brazil,4.3
McSwiggan's Irish Pub,33.0551953,-96.8495209,USA,4.3
Monkee Bar Bistro,1.554322,110.352989,Malaysia,4.3
Valber,49.588199,34.5546461,36000,4.5
Square Celt Ale House & Grill,41.6183639,-87.8516092,USA,4.1
Olde Sonoma Public House,38.3084512,-122.4780536,USA,4.5
Aloha Sushi Bar e Pizzeria,-7.2398136,-39.3223874,Brazil,5
Blues bar,46.2255118,14.6133645,Slovenia,4.1
The Shamrock Irish Bar Kalamaki Zakynthos,37.742739,20.899476,Greece,4.6
Piwiarnia Warka Inowrocław,52.7961067,18.2638031,Poland,4.2
"Irish Pub ""Dublin""",55.11519,36.620942,249032,3.8
Hotel Bishops Arms Kristianstad,56.0324343,14.1521408,Sweden,4
Beerabilly Brew House,45.6139573,20.0466926,Serbia,4.9
Da Daiquiri Spot,29.3789178,-94.99064320000001,USA,4.5
Ireland Bar,-25.514428,-54.6424428,Paraguay,4.2
Dough Artisan Pizzeria,40.84209449999999,-74.28017969999999,USA,4.6
Hickory Tavern,35.6405495,-78.837556,USA,4.1
Prospect Cafe,41.77949,-72.6367836,USA,4
3-D Saloon,29.6475315,-81.6387625,USA,4.5
Yates Rochdale,53.6162623,-2.1577408,United Kingdom,3.8
Irish Pub Rebels,51.3383987,3.82466,Netherlands,0
Crown Hotel Huddersfield,53.6468427,-1.7856737,United Kingdom,4.2
Lion & Lamb Inn,54.9882307,-1.8551006,United Kingdom,4.3
IRISHPUB Craic （アイリッシュ パブ ビアバー ビール）,35.6721207,139.7391069,Japan,3.8
Liffy II Bar,40.8692514,-73.91734629999999,USA,4.5
Fox Den,50.7548314,15.0399482,Czechia,4.5
Pasini's,-41.875539,148.303539,Australia,4
The Pub Sports Bar,30.458031,-88.89115629999999,USA,4.4
Kebo Restaurant,25.6976388,-80.16346779999999,USA,4.4
Evie’s Tavern & Grill on Bee Ridge,27.2993704,-82.47427280000001,USA,4.3
Houston Sports Bar,-7.2219646,-39.32334,Brazil,4.8
The Old Sydney Hotel,-25.5408986,152.7029762,Australia,4
Dowers,39.1423071,-121.6141144,USA,4.2
Mulligan Irish Pub - Viva Open Mall,-30.0280993,-51.1580649,Brazil,4.1
Flagons & Dragons Pub,-29.8206458,31.0218194,South Africa,3
Inishark Irish Pub,45.4370466,12.3401203,Italy,4.1
People Pub,-27.0831329,-48.9107479,Brazil,4.3
Sports bar Nongbualamphu,17.2119873,102.4336729,Thailand,0
Noche Lounge - Bar,-7.1585398,-78.5186109,Peru,3.8
Burtons Grill & Bar of Westford,42.5671184,-71.42554419999999,USA,4.3
The Note,37.408061,-121.888877,USA,4.5
Vinoteka Solum,45.9575497,13.6466404,Slovenia,4.4
The Bull Frog,55.7775037,-3.9690556,United Kingdom,4.1
The Monarch Bar & Venue | Camden,51.5428986,-0.1484606,United Kingdom,4.3
Horse Heaven Saloon,46.20529029999999,-119.7700748,USA,4.5
Upper Deck Ale and Sports Grille,25.985294,-80.1391348,USA,4.1
Hotel Clarks Grand,26.753051,83.37443750000001,India,3.6
The Bank Cafe Bar,55.81018479999999,-4.2706645,United Kingdom,4.2
The Central Bar,51.4833502,-3.172894,United Kingdom,4
Vernon's Speakeasy,35.1604469,-106.6375232,USA,4.7
The Caledonian,43.3246842,-1.9750558,Spain,3.6
Bar Louie,41.8258718,-71.41306019999999,USA,4.2
Bon Cafe,14.5471891,120.9878387,Philippines,0
Dry Dock Waterfront Grill,27.339286,-82.5898843,USA,4.7
Tilted Kilt Pub and Eatery,33.4360911,-86.7215891,USA,3.6
The Wishing Well,51.6702818,-0.3969633,United Kingdom,3.5
The Kerryman,52.4756444,-1.8877096,United Kingdom,3.5
Hawaii Pub,48.7230236,19.1321901,Slovakia,4.6
Diretoria Bar e Gastronomia,-22.5394569,-44.1697885,Brazil,4.5
Grumpy Jack's,40.9370985,-73.0542392,USA,4.4
The Auld Shillelagh,51.5620538,-0.07945640000000001,United Kingdom,4.7
841 Brewhouse,42.8320611,-88.7138878,USA,4.4
Applebee's Grill + Bar,39.28786789999999,-94.9064963,USA,3.7
The Man of Kent,51.2084323,0.371327,United Kingdom,4.6
Beef 'O' Brady's PSJ,28.4771654,-80.7800039,USA,4.1
Micheal McCourt,54.0034448,-6.4017101,Ireland,4.6
Arde Roma,-24.1808511,-65.3081813,Argentina,4
Main Street Grille,32.902621,-80.66478800000002,USA,4.2
Oscar Wilde's Irish Pub,32.7488029,-117.1502594,USA,4.2
Mo Joe's Bar & Grill,21.4157743,-157.8012685,USA,4.4
Luckys 13 Pub,44.7444324,-93.2875402,USA,4.2
Froggies Pub & Grill,36.302285,-119.31238,USA,4.3
Subway,51.41475759999999,-1.7218494,United Kingdom,3.9
L'Unic,43.5293219,5.4484617,France,3.4
빈티지 라이언 Vintage Lion,37.555308,126.926894,South Korea,4.5
Chief Sullivan's,37.799561,-122.409674,USA,4.3
Quán Karaoke ABC,11.5137266,106.8927457,Vietnam,3.4
The Eden PUB,38.3403784,-0.4913659,Spain,5
New York,25.5537267,-103.4969081,Mexico,4.2
Dublin pub,56.9916259,40.9758815,153000,4.6
St Leonards Hotel,50.828185,-1.8384785,United Kingdom,3.8
Big Bar,-22.4139985,-47.5635938,Brazil,4.7
Little Bat - Islington Bar & Kitchen,51.5430163,-0.1038059,United Kingdom,4.4
Bonefish Grill,39.1915428,-76.6100414,USA,4.4
Patrick's Pub,44.0737668,-116.9347782,USA,4.5
Outpost Tavern,42.0658265,-88.4122172,USA,4.4
Wally's Pizza Bar,38.6569633,-120.9686551,USA,4.4
Pepe Cuervo,-34.3850067,-72.01121169999999,Chile,4.1
Amelia Tavern Restaurant & Brewpub,30.67087609999999,-81.4623828,USA,4.5
Happy Dayz,28.337891,-82.18813899999999,USA,4.1
Bear and Billet,53.1863268,-2.8895615,United Kingdom,4.4
Shorty's Sports Pub & Grill,37.7992985,-120.998812,USA,4.4
Tommy's Tavern + Tap,40.2339484,-74.2741609,USA,4.2
JP Petiscaria e Restaurante,-20.3552558,-40.3083625,Brazil,4.4
Cutillo's Restaurant,40.2441581,-75.5854183,USA,4.2
The Dining Room,40.7429352,-74.3667274,USA,3.2
La Setenta Bar & Grill,41.8915169,-71.38724309999999,USA,5
The Real KTV 本色盛典KTV,40.7594481,-73.8291066,USA,4.2
Jameson's Irish Pub,34.101728,-118.3358682,USA,4.2
10 DC - The Pub,20.325781,85.81831679999999,India,3.9
Hospoda U Andyho,50.191572,15.845827,Czechia,4.2
Tailgate Tavern,42.1565398,-72.3280837,USA,4.3
McSweeney Arms Hotel,52.059628,-9.506223,Ireland,4.5
Chili's Grill & Bar,42.566278,-87.8898585,USA,4.1
British pub Brighton ブライトン,34.5869367,135.5162152,33 5,5
Fiddlers Northampton,52.2412275,-0.8827303999999999,United Kingdom,3.8
Keegan's Irish Pub,34.0278547,-84.4230596,USA,4.2
The Irish Heather,49.2829071,-123.104133,Canada,4.4
The Brew Estate,31.1039779,77.1766403,India,4.3
The Chemic Tavern,53.814484,-1.552833,United Kingdom,4.6
Stockmen's Truck Stop,44.8830684,-93.0263287,USA,4.1
Bella Italia - Huntingdon,52.351281,-0.18039,United Kingdom,3.9
Old Custom House Chester,53.18970479999999,-2.8945399,United Kingdom,4.2
Blue Pinoy,9.7399378,118.7488752,Philippines,4
Baristas,39.642295,-80.86572,USA,4.6
Fiddlers Irish Bar,-33.4288329,-70.61966290000001,Chile,4.2
PUB INTERNACIONAL,43.727431,20.697569,Serbia,3.4
DuKum Inn,40.1941929,-92.5840126,USA,4.5
KATTA Pub,9.978752799999999,-84.1465327,Costa Rica,4.4
Halligan Bar,41.923374,-87.6461126,USA,4.3
The Harp Soldeu,42.5768747,1.6671697,Andorra,0
The Atlantic Crossing,47.676186,-122.3171268,USA,4.5
The Queens Arms,55.9536528,-3.2005478,United Kingdom,4.3
Finbar's Portland Hills,44.6692834,-63.5072594,Canada,4.4
Crazy Times Pub & Grub,42.3874476,-89.01920609999999,USA,4.5
Killarney's Publick House,40.2203759,-74.68854470000001,USA,4.3
Grub Burger Bar,40.144614,-75.1154566,USA,4.4
Tully's Bar Carlow,52.8365361,-6.931583499999999,Ireland,4.6
Parsley's Pub,39.1809496,-76.628919,USA,4.2
Mickey's Irish Pub,42.0223394,-93.6504126,USA,4.2
Fionn MacCool's,53.5998605,-113.5553416,Canada,3.9
Bistrot des Philosophes,43.5302494,5.446803,France,4.3
Capapreta Tap House Vila da Serra,-19.9778017,-43.9418791,Brazil,4.7
Whistlers Inn,39.9963941,-74.9946772,USA,4.4
Gateway,39.2461294,-76.64084249999999,USA,4.3
Houlihan's,40.35700360000001,-80.051746,USA,4.3
Winberie's Restaurant & Bar,41.8884746,-87.79463779999999,USA,4.3
Palazzetto Calzone,41.8988451,12.4808499,Italy,4.5
The Lord Nelson,52.6702093,-0.7271262,United Kingdom,4.5
Aughyvouir Traditional Irish Pub,52.4630158,-6.7987394,Ireland,4.8
Muelle 13,16.7993299,-99.816329,Mexico,4.2
Escarpas Sushi Bar l,-21.1600125,-47.8238083,Brazil,4.6
Nosh,41.4523509,-75.63434819999999,USA,4.5
The Quiet Man Public House,41.291128,-73.919826,USA,4.5
"Decker Hotel, Restaurant & Bar",42.0701872,-90.6658539,USA,4.4
Harrys,60.48596190000001,15.4315815,Sweden,3.5
Karaoke Singer´s House,40.4070346,-3.657579,Spain,3.5
The Pub by Wegmans,37.5024036,-77.62425669999999,USA,4.3
Rudy's Liquorup Lounge,28.1097784,-81.62656199999999,USA,4.1
The Tipsy Fiddler Irish Pub,31.2031069,121.4312539,China,5
Beto's Bar Inc.,41.628841,-87.45541399999999,USA,4.2
J. Pepper's Southern Grille,36.1122756,-80.0906893,USA,4.2
Logan's Roadhouse,32.45933,-86.39581299999999,USA,3.9
Westgate Social Club,53.79531679999999,-1.7572797,United Kingdom,4.1
The Prairies Golf Club,38.5558983,-90.1769341,USA,3.5
Hideaway Pub,49.1703118,-57.4283686,Canada,4.4
Chili's Grill & Bar,46.6132619,-112.0051796,USA,3.4
Micky's Bar,39.2346647,-76.4563744,USA,4.5
Bar 33,45.4984334,-122.4317308,USA,4.2
Game Day Tavern,41.38186,-82.0634539,USA,4.7
Metropolitan Cafe,40.2600253,-74.2737557,USA,4.3
Stone City Saloon,41.655708,-88.07885499999999,USA,4.1
Kikka Main,-33.7420274,18.962533,South Africa,4.3
Todd's Irish Blacks,45.4860684,-112.2617859,USA,0
Outfielders Sports Bar And Grill,33.0579844,-89.5897829,USA,4.6
Paddy Flaherty Irish Tavern,41.6207772,-4.7484113,Spain,4.3
Gilligan's Irish Pub,34.2139832,-118.243602,USA,4.4
Paradise Bar,46.4887615,-87.66905129999999,USA,4.2
Rock bar Urška,46.27263079999999,13.9560425,Slovenia,4.3
Gary's Place,39.2174313,-121.0632913,USA,4.3
The Square Pub,-23.985186,-48.8792779,Brazil,4.6
Green Pea,51.4839602,0.0013038,United Kingdom,4.7
Life Of Riley,54.9991075,-1.4328622,United Kingdom,3.8
Hops Craft Beer Pub Graz,47.0708975,15.4404874,Austria,4.8
Official Irish Pub Torrevieja ✪ Shannon,38.0014968,-0.6930316999999999,Spain,4.2
Grub Burger Bar,33.8269843,-84.3324878,USA,4.4
Murphy's Pub,39.124628,-84.520082,USA,4.5
DeBlanco Pub,39.0135345,-1.8796375,Spain,3.3
Mueller's Lockeroom,39.561045,-95.115048,USA,4
The Beacon Tree,51.5613446,0.1405567,United Kingdom,4.1
Gorzugis,29.2122781,-99.77695659999999,USA,4.1
Gostišče Martinov hram Martin Berginc s.p.,46.33843100000001,13.553628,Slovenia,3.6
Street City Pub,39.1026527,-84.5111188,USA,4.2
Harat's Pub,53.19867619999999,44.9992524,440026,4.5
The Pineapple,51.4971927,-0.1138883,United Kingdom,4.1
Mo's,42.64575869999999,-95.20063180000001,USA,4.4
My Place,40.2864777,-80.0214385,USA,3.9
Caley Picture House,55.9482362,-3.2060102,United Kingdom,4.4
Fiddler's Green Irish Pub,41.263453,-75.9266136,USA,4.6
DOHENY'S Tavern Grill and Sports Bar,33.7886721,-117.9050203,USA,4.1
Cheers Live Music Venue,41.6262882,-87.7346142,USA,4.4
St. John's Irish Pub,-23.5501899,-46.565421,Brazil,4.4
The Four4 Bar & Grill,21.4171527,-157.8011969,USA,4.7
Rising Sun Bar,35.84138069999999,14.5460364,Malta,3.8
Point Tavern,40.7335217,-74.2167226,USA,4
Bar Do Ricardinho,-22.7861258,-43.4030419,Brazil,4.5
Kings Pub Loreto,19.3391089,-99.1948686,Mexico,4.3
Irish Pub Bornheim,50.128766,8.711554,Germany,4.4
K-BOB'S Steakhouse,30.894621,-102.910488,USA,3.8
The Manor Hotel,-1.9322741,30.0973211,Rwanda,3.9
Finn McCool's,-0.2039285,-78.49077849999999,Ecuador,4.4
Bataclan,-14.799864,-39.033169,Brazil,4.3
Irish Embassy Pub and Grill,43.6480282,-79.3772456,Canada,4.2
The Speakeasy,44.10226,-69.1085368,USA,4.6
Beef 'O' Brady's,38.2416097,-85.5453732,USA,4.3
Cherry Tree Coffee House & Wine Bar,55.8038098,-4.2945499,United Kingdom,4.3
Katie Mc's Irish Pub,40.8691176,-73.42611819999999,USA,4.6
Celtic Crown Public House,41.959646,-87.688431,USA,4.3
World of Beer,41.7601958,-72.74023199999999,USA,4.3
The 9’teen Spirit,38.3434002,-0.4841374000000001,Spain,4.4
Lucky's Pub,29.7859602,-95.6847154,USA,3.9
Root of Happiness Kava Bar | Rancho Cordova,38.6140394,-121.2703349,USA,4.6
Rocky's American Grill,42.1076791,-87.8901207,USA,4.2
Irish Pub TULLAMORE,35.669171,139.689479,1 Chome−6−10 代々木 公園 ビル 1F,4.2
Casa da Sogra Irish Pub,41.2996139,-7.742395399999999,Portugal,4.3
Muddy Farmer,-36.846411,174.761982,New Zealand,3.6
Washington Street Irish Pub,43.5898762,-83.8886708,USA,4.4
O'Toole's Libertyville,42.2871952,-87.9539846,USA,4.4
Mickey Finn's Brewery,42.2862266,-87.95469279999999,USA,4.1
Times Grill,30.2784718,-89.782558,USA,4.3
"DunHua N Rd, Songshan District",25.0554759,121.5492195,Taiwan 105,
Miller's Ale House - Boynton,26.5472713,-80.0887348,USA,4.2
Alter Hut,48.4640311,7.925444700000001,Germany,4.3
Bar Du Soleil,51.1719634,2.7778507,Belgium,3.9
Draft Picks Sports Grill,33.9161767,-117.9926427,USA,4.2
BLACK SHEEP PUB,1.2204631,-77.2864204,Colombia,4.5
Bartholomew's English-Style Pub,48.421789,-123.3653133,Canada,4.2
Miller & Carter Chigwell,51.6289895,0.1338605,United Kingdom,4.2
Jimmy's Irish Bar,37.85865,27.258025,Turkey,3.9
Chino Hills Brewing Company,33.98289949999999,-117.7339774,USA,4.3
Marvlvs Library Jazz Bar,43.5085756,16.4410243,Croatia,4.8
Casey's Neighbourhood Pub,56.2461399,-120.8138851,Canada,4
Penny's Tavern,34.2234873,-92.0346282,USA,4.1
Rileys Sports Bar Lincoln,53.2300255,-0.5387441,United Kingdom,3.9
Saloon,44.8499925,-93.7863644,USA,4.2
Mary Dowling's,40.7291398,-73.2133956,USA,4
CASK Bar,10.3422316,107.0750854,Vietnam,4.6
Flanagans,48.2032096,16.3736134,Austria,4.3
The Thatch Bar,54.6458976,-6.743611,United Kingdom,4.6
Rockbar,8.876270200000002,-79.7864223,Panama,4.6
Crop & Kettle,40.7236251,-73.58746459999999,USA,4.1
El Alboroto,19.5331249,-96.92619649999999,Mexico,4.3
Finn McCools Irish Pub,37.6479655,-77.5842397,USA,4
Paxtons Head,51.501556,-0.1622757,United Kingdom,4
Tony's Bar,35.9186593,14.4899797,Malta,4.6
Brady's Nantes,47.2167566,-1.5466586,France,4.3
Soho English Pub,49.6846458,5.812475999999999,Belgium,4.2
Basil's Restaurant and Lounge,47.4599577,-122.2436169,USA,4
Brauer Cervecería,-38.9499901,-68.0609108,Argentina,4.1
Cervecería Olas Altas - Restaurante,24.8180403,-107.4025456,Mexico,4.7
The Celtic Pig Restaurant and Pub,38.25617,-85.74874,USA,4.5
Dublin,22.1499001,-100.9994428,Mexico,4.2
TRU Deli And Wine Bar,35.9151581,-79.0531202,USA,4.5
Charleston Sports Pub Clemson,34.682771,-82.8376193,USA,4.2
Ron de mar,36.5264623,-6.192088399999999,Spain,3.9
Clover Leaf Inn,41.0516988,-73.9519438,USA,4.3
Molly's Pub,30.0825802,-95.631306,USA,4.3
SOL Bar,25.338636,82.97971799999999,India,3.9
Lucky's Bar,29.938033,-90.0765771,USA,4.4
Prince Pizzeria,42.4834789,-71.0202834,USA,4.4
Fado Irish Pub,39.9483519,-75.1663447,USA,4.2
Irish Bar,42.662628,21.1642277,Prishtinë,4.2
Fionn MacCool's,53.48168380000001,-113.4911746,Canada,3.7
Caribe Bar e Restaurante,-15.8919524,-52.2559091,Brazil,4.2
Brako Bar and Grill,8.4769255,124.6440808,Philippines,4.5
Mcbees Inc,37.7765933,-81.1902291,USA,3.7
Kelly's Irish Pub & Grill,39.2783853,-80.33892349999999,USA,4.3
Fulco's Bar,29.979121,-90.167034,USA,4.7
"Гастропаб ""CRAFT""",46.8388461,29.659248,Moldova,4.4
The Castle inn wicklow,53.0714587,-6.0646624,Ireland,4.6
Four Roads Inn,54.2745155,-5.7907447,United Kingdom,4.2
MacLaren's Irish Pub,40.48312689999999,-3.703136499999999,Spain,4.2
Applebee's Grill + Bar,42.9016884,-112.4365594,USA,4
The Pint,36.1572887,-115.3136499,USA,4.1
The Vine Wine and Tapas,37.7219634,-122.1534451,USA,4.2
Mary B's,54.99539129999999,-7.3326042,United Kingdom,4.6
Cavanaghs,51.8982093,-8.4778685,Ireland,4.2
Al's Redwood Room,39.410543,-123.354159,USA,4.2
Dooley's Irish Bar,-37.9199293,145.1377489,Australia,3.7
Fatboy's Kitchen and Bar,41.3519334,-72.0960831,USA,4.4
Jannat Bar,29.1416027,75.72686139999999,India,4
Paco Bar,45.4035479,-72.7347597,Canada,4.2
Finn McCool's Irish Pub,29.9695544,-90.09922270000001,USA,4.7
Hats-Off Bar And Restaurant,22.7556313,75.90499969999999,India,3.8
Revoltosa,17.9613156,-102.2109265,Mexico,3.9
Mikuna - Natural Bar,-24.1855678,-65.30674460000002,Argentina,4.4
Tymmy O'Shea's Irish Pub,47.1305524,-119.2788915,USA,4
Old 97 Cafe,41.03718,-81.574322,USA,4.6
Jimmy's Bar,51.5932658,-3.7811891,United Kingdom,3.8
Iron Horn Speakeasy Saloon,43.8664409,-92.4830125,USA,4.4
O'Shea's Royal Hotel,-28.5467727,150.3040705,Australia,4.1
Minas Tirith - Irish pub & Coffee House,38.12700299999999,13.35937,Italy,4.3
Pacific Grill,33.1381344,-107.2506123,USA,4.5
Marine Room Tavern,33.542505,-117.784226,USA,4.4
Applebee's Grill + Bar,39.03222179999999,-84.4531913,USA,3.7
Kelly's Irish Pub Ulm,48.3978815,9.9897256,Germany,4.3
Sportsman Bar,36.5398279,-114.443517,USA,4.2
Wet Leprechaun Tavern,30.0716008,-95.48527729999999,USA,4.4
Bar Cooper,33.5901937,130.4100509,Japan,4.4
Nathan Bill's Bar & Restaurant,42.0964477,-72.5515171,USA,4.3
"Bar ""Žekovec"", Marjana Omladič s.p.",46.3398669,14.9611784,Slovenia,4.4
Fiona's Irish Pub,38.85348159999999,-77.05510840000001,USA,4.8
Bobby Byrne's,52.656708,-8.6333948,Ireland,4.4
Mama Shelter Lyon,45.7470373,4.845078099999999,France,4.2
Supreme Hotel and Suites,7.401379,3.9265753,Nigeria,3.2
Duffy's Bar,52.6326027,-1.1341439,United Kingdom,4.3
Irish Cottage Pub,49.4786846,10.9878951,Germany,4.3
Carranza Steak House,19.7651376,-104.3523277,Mexico,4.4
Retro - Classic Rock Bar,21.1498953,-101.6664636,Mexico,4.4
Copper City Bar & Grill,41.3451002,-73.07973989999999,USA,4.4
Ludova BAR,50.668443,17.924913,Poland,4.6
The Swan,51.2283081,-2.8088072,United Kingdom,4.4
The Robin's,38.351303,-0.4736596,Spain,4.6
The Firehouse,51.0232845,-2.8695881,United Kingdom,4.5
RECANTO DA PICANHA,-19.4688987,-42.5593545,Brazil,4.3
Beefeater Orchard,52.1128961,-1.9385622,United Kingdom,3.6
Empire Bar,-20.3139592,118.5761422,Australia,3.8
The Roadhouse,30.1751149,-81.74425440000002,USA,4.2
Kelly's Pub,47.5612645,-52.71103120000001,Canada,4.4
Greyhound,51.5010479,-0.1895066,United Kingdom,4
Hotel Swarn Towers,28.338759,79.413219,India,3.9
Hotel Latinoamericano,-36.7210298,-56.6744807,Argentina,4.2
Muddy Waters Pub & Restaurant,42.7005962,-71.2001014,USA,4.3
Buffalo Wild Wings,21.418939,-157.8062256,USA,3.5
Katy O'Ferrell's Publick House,37.3063452,-89.5208158,USA,4.5
BisTRO ROBERTO,13.6283333,123.1991667,Philippines,4.3
Ngọc Phong,18.2754299,106.0056246,Vietnam,4
Jazz Club Evergreen,42.42495359999999,18.7716262,Montenegro,4.7
The Boleyn Tavern,51.5303952,0.03809709999999999,United Kingdom,4.2
Surakarta Restaurant,52.1601682,4.4844336,Netherlands,4.3
The Farm @ Friday Street,50.8068483,0.3024793,United Kingdom,4.3
Murphy's Pub,37.7901829,-122.4040786,USA,4
WINGERS Restaurant,40.982774,-117.6992611,USA,3.8
Dec's Irish bar belmadeana,36.595961,-4.5260396,Spain,4
Flamingos Irish Pub,39.519382,2.48092,Spain,4.3
The Petit London,43.60095949999999,1.4538857,France,4.4
Mad Murphy's Irish Pub,43.2552588,76.95738450000002,Kazakhstan,4.2
Cosmos Pub,-22.9354446,-43.0643061,Brazil,4.4
Sharky's Fish and Chips,52.3391544,-6.461532699999999,Ireland,4.3
Mary Lynchs Pub,53.490638,-7.202439300000001,Ireland,4.4
Stirrup & Reel Bar,53.52389909999999,-7.339849900000001,Ireland,0
Cheers,23.243883,-106.4501129,Mexico,4.6
Harat's pub,51.6713366,39.2035199,394036,4.4
Red Chilly Bar & Restaurant,32.7292365,74.85887140000001,Jammu and Kashmir 180001,3.8
Golden Gate Pub,50.4493497,30.5138197,01034,4.4
La Lomita de Charlie,18.2273749,-66.0522676,Puerto Rico,4.5
Knuk-N-Futz,39.0040157,-84.4945417,USA,4.5
Copeland's of New Orleans,30.0199735,-90.2488137,USA,4.2
English PUB ROYAL HAT,34.6904762,135.4990223,4 Chome−3−17 ＨＫ今橋ビル,3.8
Rafferty's of Paducah,37.078551,-88.67756100000001,USA,4.2
Applebee's Grill + Bar,38.0042166,-122.544202,USA,3.5
Bar Medieval,13.6752492,-89.2867304,El Salvador,4.4
R&K Cafe II,32.344108,-97.3860776,USA,4.4
Manor Inn,52.3520465,-7.7040124,Ireland,4.3
Zebra Lounge,40.7611508,-73.8303347,USA,4.1
Império Das Carnes,-27.4382903,-48.3999405,Brazil,4.5
Shady Cove,28.0776857,-81.5456834,USA,4.5
Millsboro Pizza Palace,38.5814594,-75.2935667,USA,4.2
Quigleys Bar,52.203094,-6.549943,Ireland,4.6
Rhubarb,53.64467759999999,-1.7784099,United Kingdom,4.2
Pivnice U Pražského Groše,50.2102489,15.8335117,Czechia,4.5
Paddy O'Reilly Grill & Pub,33.9256657,-116.8771737,USA,2.5
Crazy Fox Saloon,40.808879,-82.97686399999999,USA,4
República TTM,-18.2438482,-43.5993105,Brazil,4.4
Nottee Resto n Lounge,21.1481544,79.0929501,India,3.9
Paper City Pub,44.18742899999999,-88.4640218,USA,4.3
The Greene Turtle Sports Bar & Grille,39.179793,-76.665499,USA,4
The Blue Horn Lounge,35.913678,-79.05487699999999,USA,4.7
Joshua Pub Bulevar,4.711676499999999,-74.07160669999999,Colombia,0
Popino,60.9960756,24.4672536,Finland,4.3
The Mill,52.20145180000001,0.1161464,United Kingdom,4.3
Hospo,64.226652,27.729136,Finland,4.2
Marty's Halfway House - Bar and Guest Accommodation,53.8139025,-9.4072369,Ireland,3.9
The Old Quarter Gastro Pub,52.66428399999999,-8.624547,Ireland,4.3
Rose and Crown,51.7524794,-3.3844679,United Kingdom,4.5
Wine With Me,41.9707191,-88.01362499999999,USA,4.7
The Shipyard Pub,44.872173,13.84556,Croatia,4.5
Lola Resto-bar,-28.126104,-48.648961,Brazil,4.5
Uncle Ronnie's Red Tavern,41.980685,-71.609323,USA,4.3
The Wayfarer Bar & Restaurant,11.6065975,122.7408639,Philippines,4.4
Hershey's Restaurant,39.135754,-77.17756299999999,USA,4.2
"Restaurant - Bar ""Las tejas""",18.558301,-99.604305,Mexico,5
The Queen,53.79204799999999,-1.7509763,United Kingdom,4
Mullerkey's Irish Bar,28.0875196,-16.7377825,Spain,4.1
Chili's Grill & Bar,34.250522,-80.6469475,USA,4.1
Beef 'O' Brady's,27.210373,-81.838596,USA,3.8
Down The Hatch,53.6294319,-8.190356999999999,Ireland,4.5
Srpski Pab,43.89159009999999,20.3515808,Serbia,4.6
Richard Cobden Irish Pub,51.3744229,0.5395384,United Kingdom,4
Browns Crafthouse Fort St. John,56.2313714,-120.8337388,Canada,4.2
Circle S Saloon,32.4287938,-111.3094444,USA,4.5
J&B's Bar,40.5780232,-79.7567787,USA,4.3
Finnegan's Wake,37.20800390000001,-93.29254780000001,USA,4.1
Bottle Factory,44.797407,-122.813951,USA,4
Union Hotel Athabasca,54.7211107,-113.285329,Canada,3.2
Ray & Dot's Tap,42.9443494,-87.99270589999999,USA,4.5
Cheers Lapeer,43.0560511,-83.3089413,USA,4.1
R5 Micro Bar,65.6824291,-18.0906019,Iceland,4.5
Rox's Bar,29.7979051,-90.8213269,USA,4.1
FRIDA Resto-bar,-38.7146549,-62.2569664,Argentina,4.4
Grand Inn,34.0949026,-117.8722028,USA,4.1
Mollie`s Pub,59.9277468,30.3434197,191002,4.5
Astoria Blvd Bistro & Bar,36.7039763,-97.0817139,USA,4.5
Estero Lounge,51.809963,-2.7190709,United Kingdom,4.3
The Barrel Head,39.7643964,-89.68023370000002,USA,4.1
The Hairy Lemon Irish Pub,43.266009,-88.261421,USA,4.4
ピース ハウス バー,19.9047622,99.83135349999999,Thailand,4.4
Old Bank,60.4497971,22.2681502,Finland,4.1
Jack's Family Tavern & Restaurant,39.9958195,-76.358178,USA,4.4
Third Street Aleworks,38.4398345,-122.7125642,USA,4.4
Gunnedah Hotel + VITA Restaurant,-30.9782254,150.2553856,Australia,4.2
Manitou Grill & Event Center,45.0856257,-93.00873709999999,USA,4.1
Ireland's Four Provinces,38.8824642,-77.1718006,USA,4.5
The North Pub,35.1428677,33.9145321,Famagusta 99450,4.2
Alex's Mexican Bar & Grill,42.3405914,-88.0864792,USA,4.3
Shamrock Jack's Irish Pub,43.231358,-77.54451499999999,USA,4.5
The Castle,55.185306,-1.558921,United Kingdom,4.1
Tecate Grill,33.4491347,-86.79068339999999,USA,4.3
19 Restaurant & Lounge,33.6129087,-117.7278345,USA,4
Sepia La Chacra,-39.0424112,-67.55219579999999,Argentina,4.3
Old Towne Sports Pub,38.75111589999999,-77.46782189999999,USA,4.2
White Horse Pub,39.278192,-94.57334200000001,USA,4.4
Pino's Cafe,51.2570425,7.1472196,Germany,4.2
Red Dog Diner,29.9240944,-90.08588019999999,USA,4.7
Tortuga`s Music Pub,-22.4035696,-47.5741911,Brazil,4.2
Callahan's Pub & Grille,36.3986086,-97.88009249999999,USA,4.5
